subnet_address;subnet_mask;subnet_last;subnet_gw;subnet_desc;subnet_domain;subnet_org;subnet_area;subnet_vlan;subnet_vdp;subnet_zone;subnet_color;subnet_sec;subnet_poll;subnet_alarm;subnet_report;date_added;date_seen;date_checked
001.000.000.000;255.255.254.0;001.000.001.255;undef;Blacklist_1.0.0.0;post.ch;RSP-Bern;postnet;undef;undef;undef;-;undef;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
001.000.002.000;255.255.254.0;001.000.003.255;undef;Blacklist_1.0.2.0;post.ch;RSP-Bern;postnet;undef;undef;undef;-;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
001.000.004.000;255.255.254.0;001.000.005.255;undef;Blacklist_1.0.4.0;post.ch;RSP-Bern;postnet;undef;undef;undef;-;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
001.000.006.000;255.255.254.0;001.000.007.255;undef;Blacklist_1.0.6.0;post.ch;RSP-Bern;postnet;undef;undef;undef;-;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
005.148.177.000;255.255.255.0;005.148.177.255;005.148.177.254;liwnkd-Fela;wn-eh-zf.post.ch;RSP-Bern;dmz;4207;wn.post.ch;undef;pink;---;0;0;0;2016-01-19 01:30:04;2019-02-08 01:40:12;0000-00-00 00:00:00
010.000.000.000;255.255.248.0;010.000.007.255;undef;liwnkd-Amazon;wn-eh-zf.post.ch;RSP-Bern;dmz;4202;wn.post.ch;undef;pink;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.008.000;255.255.255.224;010.001.008.031;010.001.008.030;liehga-Transit_GA_FW;ix-eh.post.ch;RSP-Bern;dmz;0954;post.ch;undef;gray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2015-11-11 03:05:02
010.001.010.000;255.255.255.224;010.001.010.031;undef;liehez-it-pnez-sap1;ix-eh.post.ch;RSP-Bern;dmz;1700;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:01
010.001.010.032;255.255.255.224;010.001.010.063;undef;liehez-it-pnez-evo;ix-eh.post.ch;RSP-Bern;dmz;1701;eh.post.ch;undef;darkgray;---;1;0;1;2016-10-05 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:03
010.001.010.064;255.255.255.224;010.001.010.095;undef;liehez-it-pnez-db1;ix-eh.post.ch;RSP-Bern;dmz;1702;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:03
010.001.010.096;255.255.255.224;010.001.010.127;010.001.010.126;liehez-it-pnez_evocc-a0;ix-eh.post.ch;RSP-Bern;dmz;1703;eh.post.ch;undef;gray;---;0;0;0;2018-05-03 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.010.128;255.255.255.224;010.001.010.159;undef;liehez-it-pnez-gb1;ix-eh.post.ch;RSP-Bern;dmz;1704;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:04
010.001.010.160;255.255.255.224;010.001.010.191;undef;liehez-it-pnez-gb2;ix-eh.post.ch;RSP-Bern;dmz;1705;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:04
010.001.010.192;255.255.255.224;010.001.010.223;undef;liehez-it-pnez-sb1;ix-eh.post.ch;RSP-Bern;dmz;1706;eh.post.ch;undef;darkgray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.010.224;255.255.255.224;010.001.010.255;010.001.010.254;liehez-it-pnez-dbs;ix-eh.post.ch;RSP-Bern;dmz;1751;eh.post.ch;undef;darkgray;---;0;0;0;2018-03-14 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.011.000;255.255.255.224;010.001.011.031;undef;liehez-it-pnez-os;ix-eh.post.ch;RSP-Bern;dmz;1721;eh.post.ch;undef;darkgray;---;0;0;0;2016-08-04 01:30:04;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.011.032;255.255.255.224;010.001.011.063;010.001.011.062;liehez-it-pnez_evocc-a1;ix-eh.post.ch;RSP-Bern;dmz;1709;eh.post.ch;undef;gray;---;0;0;0;2018-05-03 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.011.064;255.255.255.224;010.001.011.095;010.001.011.094;liehez-it-pnez_evocc-a2;ix-eh.post.ch;RSP-Bern;dmz;1710;eh.post.ch;undef;gray;---;0;0;0;2018-05-03 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.011.096;255.255.255.224;010.001.011.127;010.001.011.126;liehez-it-pnez_evocc-a3;ix-eh.post.ch;RSP-Bern;dmz;1711;eh.post.ch;undef;gray;---;0;0;0;2018-05-03 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.012.000;255.255.255.224;010.001.012.031;010.001.012.254;liehbz-pnbz;ix-eh.post.ch;RSP-Bern;dmz;1708;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:05
010.001.014.000;255.255.255.224;010.001.014.031;010.001.014.254;liehtz-it-pntz-a1;ix-eh.post.ch;RSP-Bern;dmz;1716;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:05
010.001.014.064;255.255.255.224;010.001.014.095;undef;liehtz-pf-pntz-a1;ix-eh.post.ch;RSP-Bern;dmz;1718;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:06
010.001.014.160;255.255.255.224;010.001.014.191;undef;liehtz-it-pntz-a5;ix-eh.post.ch;RSP-Bern;dmz;1722;eh.post.ch;undef;darkgray;---;0;0;0;2015-10-09 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.016.000;255.255.255.224;010.001.016.031;undef;liehpz-it-pnpz-skl-dc;ix-eh.post.ch;RSP-Bern;dmz;1724;eh.post.ch;undef;darkgray;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:08
010.001.016.032;255.255.255.224;010.001.016.063;undef;liehpz-it-pnpz-dmip;ix-eh.post.ch;RSP-Bern;dmz;1725;eh.post.ch;undef;darkgray;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:10
010.001.016.064;255.255.255.224;010.001.016.095;undef;liehpz-it-pnpz-pag;ix-eh.post.ch;RSP-Bern;dmz;1726;eh.post.ch;undef;darkgray;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:11
010.001.016.096;255.255.255.224;010.001.016.127;undef;liehpz-it-pnpz-pa1;ix-eh.post.ch;RSP-Bern;dmz;1727;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:11
010.001.016.128;255.255.255.224;010.001.016.159;undef;liehpz-it-pnpz-ga;ix-eh.post.ch;RSP-Bern;dmz;1728;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:12
010.001.016.160;255.255.255.224;010.001.016.191;undef;liehpz-it-pnpz-pa2;ix-eh.post.ch;RSP-Bern;dmz;1729;eh.post.ch;undef;darkgray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:12
010.001.016.192;255.255.255.224;010.001.016.223;undef;liehpz-it-pnpz-pa3;ix-eh.post.ch;RSP-Bern;dmz;1730;eh.post.ch;undef;darkgray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.016.224;255.255.255.224;010.001.016.255;undef;liehpz-it-pnpz-gs;ix-eh.post.ch;RSP-Bern;dmz;1731;eh.post.ch;undef;darkgray;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:13
010.001.017.000;255.255.255.224;010.001.017.031;undef;liehpz-it-pnpz-pa4;ix-eh.post.ch;RSP-Bern;dmz;1732;eh.post.ch;undef;darkgray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.017.128;255.255.255.224;010.001.017.159;undef;liehpz-it-pnpz-dmip-b;ix-eh.post.ch;RSP-Bern;dmz;1712;eh.post.ch;undef;darkgray;---;1;1;1;2015-09-23 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:13
010.001.064.000;255.255.254.0;010.001.065.255;010.001.065.254;liehez-IT_SAP_Area1;ix-eh.post.ch;RSP-Bern;dmz;1600;eh.post.ch;undef;olive;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:14
010.001.068.000;255.255.254.0;010.001.069.255;010.001.069.254;liehez-IT_DB_Area1;ix-eh.post.ch;RSP-Bern;dmz;1602;eh.post.ch;undef;olive;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:16
010.001.070.000;255.255.255.0;010.001.070.255;010.001.070.254;liehez-IT_DB_Select;ix-eh.post.ch;RSP-Bern;dmz;1651;eh.post.ch;undef;olive;---;1;0;1;2018-03-14 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:19
010.001.072.000;255.255.255.0;010.001.072.255;010.001.072.254;liehez-IT_GB_Area1;ix-eh.post.ch;RSP-Bern;dmz;1604;eh.post.ch;undef;olive;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:28
010.001.076.000;255.255.255.0;010.001.076.255;010.001.076.254;liehez-IT_GB_Area2;ix-eh.post.ch;RSP-Bern;dmz;1605;eh.post.ch;undef;olive;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:30
010.001.080.000;255.255.254.0;010.001.081.255;010.001.081.254;liehez-IT_Com_Area;ix-eh.post.ch;RSP-Bern;dmz;1601;eh.post.ch;undef;olive;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:33
010.001.082.000;255.255.255.0;010.001.082.255;010.001.082.254;liehez-IT_Com_Area_VIP;ix-eh.post.ch;RSP-Bern;dmz;5618;ix-eh.post.ch;undef;olive;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:35
010.001.083.000;255.255.255.0;010.001.083.255;010.001.083.254;liehez-IT_Com_Area_Load;ix-eh.post.ch;RSP-Bern;dmz;1641;eh.post.ch;undef;olive;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:36
010.001.084.000;255.255.254.0;010.001.085.255;010.001.085.254;liehez-IT_DB_Area1;ix-eh.post.ch;RSP-Bern;dmz;1603;eh.post.ch;undef;olive;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:05:37
010.001.086.000;255.255.255.0;010.001.086.255;undef;liehez-IT_DB_eVoting;ix-eh.post.ch;RSP-Bern;dmz;1650;eh.post.ch;undef;olive;---;1;0;1;2016-10-05 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:40
010.001.087.000;255.255.255.192;010.001.087.063;010.001.087.062;liehez-IT_eVoting_CC_a0;ix-eh.post.ch;RSP-Bern;dmz;1654;eh.post.ch;undef;olive;---;1;0;1;2018-05-03 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:41
010.001.087.064;255.255.255.192;010.001.087.127;010.001.087.126;liehez-IT_eVoting_CC_a0_VIP;ix-eh.post.ch;RSP-Bern;dmz;5654;ix-eh.post.ch;undef;olive;---;1;0;1;2018-05-03 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:42
010.001.087.128;255.255.255.192;010.001.087.191;010.001.087.190;liehez-IT_eVoting_CC_a1;ix-eh.post.ch;RSP-Bern;dmz;1655;eh.post.ch;undef;olive;---;1;0;1;2018-05-03 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:45
010.001.087.192;255.255.255.192;010.001.087.255;010.001.087.254;liehez-IT_eVoting_CC_a1_VIP;ix-eh.post.ch;RSP-Bern;dmz;5655;ix-eh.post.ch;undef;olive;---;1;0;1;2018-05-03 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:45
010.001.088.000;255.255.255.192;010.001.088.063;010.001.088.062;liehez-IT_eVoting_CC_a2;ix-eh.post.ch;RSP-Bern;dmz;1656;eh.post.ch;undef;olive;---;1;0;1;2018-05-03 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:48
010.001.088.064;255.255.255.192;010.001.088.127;010.001.088.126;liehez-IT_eVoting_CC_a2_VIP;ix-eh.post.ch;RSP-Bern;dmz;5656;ix-eh.post.ch;undef;olive;---;1;0;1;2018-05-03 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:49
010.001.088.128;255.255.255.192;010.001.088.191;010.001.088.190;liehez-IT_eVoting_CC_a3;ix-eh.post.ch;RSP-Bern;dmz;1657;eh.post.ch;undef;olive;---;1;0;1;2018-05-03 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:52
010.001.088.192;255.255.255.192;010.001.088.255;010.001.088.254;liehez-IT_eVoting_CC_a3_VIP;ix-eh.post.ch;RSP-Bern;dmz;5657;ix-eh.post.ch;undef;olive;---;1;0;1;2018-05-03 01:30:03;2019-02-08 01:40:12;2019-02-08 03:05:53
010.001.092.000;255.255.255.0;010.001.092.255;010.001.092.254;liehez-IT_OS Data;ix-eh.post.ch;RSP-Bern;dmz;1648;eh.post.ch;undef;olive;---;1;0;1;2016-08-04 01:30:04;2019-02-08 01:40:12;2019-02-08 03:05:56
010.001.094.000;255.255.255.0;010.001.094.255;010.001.094.254;liehez-IT_OS Data_VIP;ix-eh.post.ch;RSP-Bern;dmz;5630;ix-eh.post.ch;undef;olive;---;1;0;0;2016-08-04 01:30:04;2019-02-08 01:40:12;2019-02-08 03:05:58
010.001.095.000;255.255.255.0;010.001.095.255;010.001.095.254;liehez-IT_OS Data_Load;ix-eh.post.ch;RSP-Bern;dmz;1649;eh.post.ch;undef;olive;---;1;0;1;2016-08-04 01:30:04;2019-02-08 01:40:12;2019-02-08 03:05:59
010.001.096.000;255.255.254.0;010.001.097.255;010.001.097.254;liehbz-IT_Shared_Base1;ix-eh.post.ch;RSP-Bern;dmz;1608;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:10
010.001.098.000;255.255.254.0;010.001.099.255;010.001.099.254;liehbz-IT_Shared_Base1_Load;ix-eh.post.ch;RSP-Bern;dmz;1609;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:12
010.001.100.000;255.255.254.0;010.001.101.255;010.001.101.254;liehbz-IT_Shared_Base2;ix-eh.post.ch;RSP-Bern;dmz;1610;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:15
010.001.102.000;255.255.254.0;010.001.103.255;010.001.103.254;liehbz-IT_Shared_Base2_Load;ix-eh.post.ch;RSP-Bern;dmz;1611;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:18
010.001.104.000;255.255.254.0;010.001.105.255;010.001.105.254;liehbz-IT_Shared_Base3;ix-eh.post.ch;RSP-Bern;dmz;1607;eh.post.ch;undef;purple;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:20
010.001.106.000;255.255.254.0;010.001.107.255;010.001.107.254;liehbz-IT_Shared_Base4_Load;ix-eh.post.ch;RSP-Bern;dmz;1621;eh.post.ch;undef;purple;---;0;0;0;2015-10-09 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.117.000;255.255.255.0;010.001.117.255;010.001.117.254;liehbz-IT_Terminal_Server_Base1;ix-eh.post.ch;RSP-Bern;dmz;1638;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:22
010.001.119.000;255.255.255.0;010.001.119.255;010.001.119.254;liehbz-IT_Consol_Switch_Base1;ix-eh.post.ch;RSP-Bern;dmz;1636;eh.post.ch;undef;purple;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:23
010.001.120.000;255.255.255.0;010.001.120.255;010.001.120.254;liehbz-IT_Shared_Base1_VIP;ix-eh.post.ch;RSP-Bern;dmz;5600;ix-eh.post.ch;undef;purple;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:24
010.001.121.000;255.255.255.0;010.001.121.255;010.001.121.254;liehbz-IT_Shared_Base2_VIP;ix-eh.post.ch;RSP-Bern;dmz;5601;ix-eh.post.ch;undef;purple;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:25
010.001.122.000;255.255.255.0;010.001.122.255;010.001.122.254;liehbz-IT_Client_Base1;ix-eh.post.ch;RSP-Bern;dmz;1613;eh.post.ch;undef;purple;undef;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:25
010.001.123.000;255.255.255.0;010.001.123.255;010.001.123.254;liehbz-IT_Server_Base1;ix-eh.post.ch;RSP-Bern;dmz;1614;eh.post.ch;undef;purple;undef;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:32
010.001.124.000;255.255.255.0;010.001.124.255;010.001.124.254;liehbz-IT_NAS_Data;ix-eh.post.ch;RSP-Bern;dmz;1632;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:38
010.001.125.000;255.255.255.0;010.001.125.255;010.001.125.254;liehbz-IT_NAS_Repl;ix-eh.post.ch;RSP-Bern;dmz;1633;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:40
010.001.126.000;255.255.255.0;010.001.126.255;010.001.126.254;liehbz-IT_NAS_NMDP;ix-eh.post.ch;RSP-Bern;dmz;1634;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:46
010.001.127.000;255.255.255.0;010.001.127.255;010.001.127.254;liehbz-IT_NAS_AV;ix-eh.post.ch;RSP-Bern;dmz;1635;eh.post.ch;undef;purple;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:54
010.001.128.000;255.255.255.0;010.001.128.255;010.001.128.254;liehtz-IT_TE_Area1;ix-eh.post.ch;RSP-Bern;dmz;1616;eh.post.ch;undef;teal;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:55
010.001.130.000;255.255.255.0;010.001.130.255;010.001.130.254;liehtz-PF_TE_Area1;ix-eh.post.ch;RSP-Bern;dmz;1618;eh.post.ch;undef;teal;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:06:57
010.001.160.000;255.255.255.0;010.001.160.255;010.001.160.254;liehpz-IT_SKL_DC;ix-eh.post.ch;RSP-Bern;dmz;1624;eh.post.ch;undef;maroon;2;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:04
010.001.161.000;255.255.255.0;010.001.161.255;010.001.161.254;liehpz-IT_DMIP;ix-eh.post.ch;RSP-Bern;dmz;1625;eh.post.ch;undef;maroon;2;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:05
010.001.162.000;255.255.255.0;010.001.162.255;010.001.162.254;liehpz-IT_PAG;ix-eh.post.ch;RSP-Bern;dmz;1626;eh.post.ch;undef;maroon;2;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:07
010.001.163.000;255.255.255.128;010.001.163.127;010.001.163.126;liehpz-IT_SPS_DMS_Area1;ix-eh.post.ch;RSP-Bern;dmz;1645;eh.post.ch;undef;maroon;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.163.128;255.255.255.192;010.001.163.191;010.001.163.190;liehpz-IT_SPS_DMS_DMZ1;ix-eh.post.ch;RSP-Bern;dmz;1646;eh.post.ch;undef;maroon;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.163.192;255.255.255.192;010.001.163.255;010.001.163.254;liehpz-IT_SPS_DMS_Transit;ix-eh.post.ch;RSP-Bern;dmz;1647;eh.post.ch;undef;maroon;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.164.000;255.255.255.0;010.001.164.255;010.001.164.254;liehpz-IT-PA_Area1;ix-eh.post.ch;RSP-Bern;dmz;1627;eh.post.ch;undef;maroon;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:08
010.001.166.000;255.255.255.0;010.001.166.255;010.001.166.254;liehpz-IT-GA_Area1;ix-eh.post.ch;RSP-Bern;dmz;1628;eh.post.ch;undef;maroon;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:14
010.001.167.000;255.255.255.0;010.001.167.255;010.001.167.254;liehpz-IT_PA_Area4;ix-eh.post.ch;RSP-Bern;dmz;1629;eh.post.ch;undef;maroon;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:15
010.001.168.000;255.255.254.0;010.001.169.255;010.001.169.254;liehpz-IT_PA_Area2;ix-eh.post.ch;RSP-Bern;dmz;1643;eh.post.ch;undef;maroon;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:24
010.001.170.000;255.255.255.0;010.001.170.255;undef;liehpz-IT_PA_Area2_VIP;ix-eh.post.ch;RSP-Bern;dmz;5619;ix-eh.post.ch;undef;maroon;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:42
010.001.171.000;255.255.255.0;010.001.171.255;010.001.171.254;liehpz-IT_PA_Area2_Load;ix-eh.post.ch;RSP-Bern;dmz;1644;eh.post.ch;undef;maroon;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-08 03:07:52
010.001.172.000;255.255.255.0;010.001.172.255;010.001.172.254;liehpz-IT_DMIP_Banking;ix-eh.post.ch;RSP-Bern;dmz;1612;eh.post.ch;undef;maroon;---;1;1;1;2015-09-23 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:03
010.001.173.000;255.255.255.0;010.001.173.255;010.001.173.254;liehpz-IT_PAG_Load;ix-eh.post.ch;RSP-Bern;dmz;1630;eh.post.ch;undef;maroon;---;1;0;1;2016-04-16 01:30:04;2019-02-08 01:40:12;2019-02-08 03:08:05
010.001.174.000;255.255.255.0;010.001.174.255;010.001.174.254;liehpz-IT_PAG_VIP;ix-eh.post.ch;RSP-Bern;dmz;5629;ix-eh.post.ch;undef;maroon;---;1;0;0;2016-04-16 01:30:04;2019-02-08 01:40:12;2019-02-08 03:08:12
010.001.192.000;255.255.255.0;010.001.192.255;010.001.192.254;liehcc-IT-Oracle_CC_B1_P1;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-03-22 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:13
010.001.193.000;255.255.255.128;010.001.193.127;010.001.193.126;liehcc-IT-Oracle_CC_B1_P2;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-03-22 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:14
010.001.193.128;255.255.255.128;010.001.193.255;010.001.193.254;liehcc-IT-Oracle_CC_B1_P3;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-03-22 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:16
010.001.195.128;255.255.255.128;010.001.195.255;010.001.195.254;liehcc-IT-Oracle_CC_B1_SP;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-03-27 01:30:04;2019-02-08 01:40:12;2019-02-08 03:08:17
010.001.196.000;255.255.255.0;010.001.196.255;010.001.196.254;liehcc-IT-Oracle_CC_B2_P1;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-03-23 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:17
010.001.197.000;255.255.255.128;010.001.197.127;010.001.197.126;liehcc-IT-Oracle_CC_B2_P2;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-03-22 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:19
010.001.197.128;255.255.255.128;010.001.197.255;010.001.197.254;liehcc-IT-Oracle_CC_B2_P3;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-03-22 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:20
010.001.199.128;255.255.255.128;010.001.199.255;010.001.199.254;liehcc-IT-Oracle_CC_B2_SP;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-03-27 01:30:04;2019-02-08 01:40:12;2019-02-08 03:08:22
010.001.200.000;255.255.255.224;010.001.200.031;010.001.200.030;liehcc-it-pncc-oracle;ix-eh.post.ch;RSP-Bern;dmz;1733;eh.post.ch;undef;darkgray;---;0;0;0;2018-03-22 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.200.032;255.255.255.224;010.001.200.063;010.001.200.062;liehcc-it-pncc-oracle-mgmt;ix-eh.post.ch;RSP-Bern;dmz;1734;eh.post.ch;undef;darkgray;---;0;0;0;2018-03-22 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.200.064;255.255.255.224;010.001.200.095;010.001.200.094;liehcc-it-pnecc-oracle;ix-eh.post.ch;RSP-Bern;dmz;1735;eh.post.ch;undef;darkgray;---;0;0;0;2018-12-11 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.001.200.096;255.255.255.240;010.001.200.111;010.001.200.110;liehcc-IT-Oracle_ECC_Transit;ix-eh.post.ch;RSP-Bern;dmz;1654;eh.post.ch;undef;gray;---;1;0;1;2018-12-11 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:23
010.001.200.112;255.255.255.240;010.001.200.127;010.001.200.126;liehcc-IT-Oracle_CC_Transit;ix-eh.post.ch;RSP-Bern;dmz;1653;eh.post.ch;undef;gray;---;1;0;1;2018-03-22 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:24
010.001.200.128;255.255.255.128;010.001.200.255;010.001.200.254;liehcc-IT-Oracle_CC_Mgmt;ix-eh.post.ch;RSP-Bern;dmz;1652;eh.post.ch;undef;blue;---;1;0;1;2018-03-22 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:24
010.001.201.000;255.255.255.128;010.001.201.127;010.001.201.126;liehcc-IT-Oracle_CC_VIP;ix-eh.post.ch;RSP-Bern;dmz;5617;ix-eh.post.ch;undef;olive;---;1;0;1;2018-05-16 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:26
010.001.202.000;255.255.255.128;010.001.202.127;010.001.202.126;liehcc-IT-Oracle_ECC_B1_CL;ix-eh.post.ch;RSP-Bern;dmz;undef;undef;undef;olive;---;1;0;1;2018-12-11 01:30:03;2019-02-08 01:40:12;2019-02-08 03:08:31
